"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.506538188E2,-3.181748390E0,-2.487492561E-1,1.673737526E0
3.506618145E2,-3.033345461E0,-3.493256569E-1,9.625568390E-1
3.506698115E2,-2.955509186E0,-4.469161034E-1,4.677205086E-1
3.506778045E2,-3.042150974E0,-5.318160057E-1,5.533790588E-2
3.506858334E2,-3.242187023E0,-5.381412506E-1,-2.566637993E-1
3.506938260E2,-3.197778702E0,-4.584059715E-1,-4.544458389E-1
3.507018234E2,-3.298519373E0,-6.045756340E-1,-5.402884483E-1
3.507098201E2,-3.398700237E0,-8.439145088E-1,-6.009316444E-1
3.507178124E2,-3.524642467E0,-9.712920189E-1,-6.595754623E-1
3.507258096E2,-3.534516811E0,-1.136223316E0,-6.073532104E-1
3.507338056E2,-3.377792835E0,-1.418878555E0,-5.536723137E-1
3.507418312E2,-2.869239330E0,-1.697819710E0,-6.864333153E-1
3.507498284E2,-2.263340712E0,-1.898622036E0,-9.189033508E-1
3.507578234E2,-1.270889163E0,-2.117935658E0,-1.029819012E0
3.507658188E2,-4.255330563E-1,-2.161463737E0,-1.552028179E0
3.507738133E2,7.476794720E-2,-1.955233574E0,-2.089685440E0
3.507818084E2,1.285261512E-1,-1.784201622E0,-2.382795334E0
3.507898035E2,-1.433449388E-1,-1.674023151E0,-2.012272835E0
3.507978300E2,-7.566448450E-1,-1.646836281E0,-1.020684242E0
3.508058257E2,-5.554486513E-1,-1.640438557E0,4.186444283E-1
3.508138231E2,-8.347032070E-1,-1.590710163E0,6.726193428E-1
3.508218180E2,-1.016826987E0,-1.571325302E0,-9.680509567E-2
3.508298139E2,-5.156586766E-1,-1.274164677E0,-1.842646599E-1
3.508378078E2,-2.249422669E-1,-9.354996681E-1,-7.801904678E-1
3.508458050E2,3.462294638E-1,-8.617944717E-1,-1.819778919E0
3.508538293E2,6.124368906E-1,-8.435263634E-1,-1.816190243E0
3.508618271E2,8.100397587E-1,-1.175060272E0,-1.016444683E0
3.508698219E2,2.748613954E-1,-1.281662941E0,-1.358068943E0
3.508778183E2,-7.779008150E-1,-1.553237915E0,-1.768391132E0
3.508858133E2,-3.793642819E-1,-1.285680771E0,-5.384192467E-1
3.508938089E2,-7.410588264E-1,-8.591027260E-1,1.448385239E0
3.509018339E2,-8.882262707E-1,-7.845745087E-1,2.129148960E0
3.509098311E2,-3.302502036E-1,-1.153753757E0,7.230195999E-1
3.509178250E2,1.429364085E-2,-1.066912651E0,-6.313724518E-1
3.509258219E2,-2.729083002E-1,-2.490983009E-1,-1.185060978E0
3.509338182E2,-7.160824537E-1,5.123867989E-1,-2.695129871E0
3.509418121E2,-1.396999836E0,4.930167198E-1,-2.293164253E0
3.509498090E2,-1.895984054E0,2.920446396E-1,-1.399509907E0
3.509578348E2,-1.564174771E0,-1.028003693E-1,-2.254501343E0
3.509658309E2,-1.234685063E0,-4.886198044E-1,-2.147187233E0
3.509738262E2,-3.789518476E-1,-1.393609047E-1,-1.752207279E0
3.509818207E2,1.122144014E-1,1.009621620E-1,-2.115160465E0
3.509898173E2,3.996866345E-1,8.074121475E-1,-1.974278450E0
3.509978145E2,2.791258097E-1,9.689726830E-1,3.732135773E0
3.510058068E2,7.093001604E-1,1.905668259E0,-2.216169834E0
3.510138341E2,3.165373802E0,1.514677525E0,-1.590023518E0
3.510218301E2,1.400243878E0,2.059960842E0,-5.999565125E-3
3.510298246E2,-2.784024477E-1,1.388926506E0,1.708345413E-1
3.510378200E2,-1.765792727E0,1.290308475E0,2.977560997E0
3.510458173E2,-1.726952672E0,8.321490288E-1,3.398693562E0
3.510538142E2,-9.491536021E-1,7.137045860E-1,2.706063747E0
3.510618087E2,-1.213775128E-1,7.522463799E-1,2.775958061E0
3.510698341E2,5.131568760E-2,7.241139412E-1,2.534654140E0
3.510778286E2,-3.659405112E-1,1.142615318E0,2.730933189E0
3.510858274E2,-3.963466883E-1,1.376623631E0,3.030950546E0
3.510938203E2,-3.107659817E-1,1.424103260E0,2.469515800E0
3.511018182E2,-3.549677134E-2,1.297638416E0,2.391690254E0
3.511098117E2,4.346510768E-2,1.189020634E0,2.184298515E0
3.511178065E2,-8.018910885E-3,1.127066612E0,2.479396820E0
3.511258341E2,-4.710972905E-1,1.121277809E0,2.680689335E0
3.511338299E2,-8.072626591E-1,1.006389618E0,2.680493355E0
3.511418250E2,-8.694500923E-1,8.436069489E-1,2.367061615E0
3.511498213E2,-9.223852158E-1,7.726063728E-1,2.345305443E0
3.511578182E2,-5.774387121E-1,4.722194672E-1,2.153348446E0
3.511658126E2,-6.353887320E-1,3.806457520E-1,2.154744148E0
3.511738077E2,-5.589208007E-1,4.147133827E-1,2.140627861E0
3.511818345E2,-6.706919670E-1,9.143662453E-1,2.664031506E0
3.511898276E2,-1.391793489E-1,8.225345612E-1,3.175849438E0
3.511978237E2,3.461517096E-1,6.001095772E-1,2.628578663E0
3.512058203E2,1.010923862E0,3.216547966E-1,1.991883278E0
3.512138166E2,1.874224901E0,-3.531131744E-1,1.625570297E0
3.512218105E2,2.108876705E0,-1.097387314E0,2.215951443E0
3.512298077E2,1.687118769E0,-1.348567009E0,2.989749432E0
3.512378322E2,9.662179351E-1,-1.385973930E0,3.598214149E0
3.512458302E2,9.628651142E-1,-1.550986767E0,3.940851688E0
3.512538243E2,1.236145616E0,-1.868106842E0,3.744429111E0
3.512618209E2,1.061992764E0,-2.093593597E0,2.616851807E0
3.512698151E2,1.311620951E0,-2.043018818E0,8.903203011E-1
3.512778117E2,9.144155383E-1,-1.577188969E0,7.000207901E-1
3.512858071E2,1.158906221E0,-1.574578285E0,8.357524872E-3
3.512938317E2,1.449923515E0,-1.725232601E0,-2.110800743E-1
3.513018311E2,1.565142393E0,-1.876279831E0,6.036615372E-2
3.513098230E2,6.804786921E-1,-1.614385605E0,-6.645927429E-1
3.513178191E2,6.355568171E-1,-1.813431740E0,-2.817583084E-1
3.513258157E2,1.018936992E0,-2.106124878E0,-1.461172104E-1
3.513338125E2,1.464978337E0,-2.446422100E0,1.528911591E-1
3.513418086E2,1.106964350E0,-2.561050653E0,1.299914360E0
3.513498335E2,9.285269976E-1,-2.771691799E0,1.505693913E0
3.513578279E2,8.877615929E-1,-2.817090511E0,1.020521164E0
3.513658258E2,7.717174292E-1,-2.594465494E0,1.425924301E-1
3.513738221E2,5.916483402E-1,-2.248070717E0,-5.541291237E-1
3.513818144E2,4.623429775E-1,-2.044413328E0,-6.878266335E-1
3.513898113E2,1.008380651E-1,-2.009438276E0,-5.025639534E-1
3.513978061E2,-3.818477392E-1,-1.844846249E0,-2.405786514E-1
3.514058311E2,-6.871945858E-1,-1.761243343E0,-6.184720993E-2
3.514138286E2,-7.748843431E-1,-1.704061985E0,1.786947250E-1
3.514218236E2,-4.409968853E-1,-1.778264046E0,1.892623901E-1
3.514298199E2,1.338969469E-1,-1.862733364E0,1.392197609E-1
3.514378159E2,3.681266308E-1,-1.865473747E0,-4.313035011E-1
3.514458110E2,6.705453396E-1,-1.746600151E0,-1.107454300E0
3.514538048E2,2.983763218E-1,-1.401129246E0,-1.687795639E0
3.514618320E2,1.046084166E-1,-9.899063110E-1,-2.220295429E0
3.514698282E2,3.037089109E-1,-7.136411667E-1,-2.314864159E0
3.514778220E2,4.623118639E-1,-5.661830902E-1,-2.138310432E0
3.514858180E2,4.182704687E-1,-4.885373116E-1,-1.963009834E0
3.514938137E2,2.652363777E-1,-4.872612953E-1,-1.670692921E0
3.515018095E2,1.312063932E-1,-5.427675247E-1,-1.487518787E0
3.515098064E2,3.273854256E-1,-8.306207657E-1,-1.480295658E0
3.515178329E2,5.085126162E-1,-9.076271057E-1,-1.790428638E0
3.515258301E2,6.622717381E-1,-7.673311234E-1,-1.959428310E0
3.515338230E2,7.210499048E-1,-6.217646599E-1,-2.249314308E0
3.515418180E2,6.036773920E-1,-4.581460953E-1,-2.353560925E0
3.515498134E2,3.994823694E-1,-3.710527420E-1,-1.973536015E0
3.515578101E2,2.641612291E-1,-3.951659203E-1,-1.627578259E0
3.515658073E2,4.329458475E-1,-4.917464256E-1,-1.646146774E0
3.515738312E2,1.469138861E-1,-4.762005806E-1,-1.893290997E0
3.515818276E2,4.049268961E-1,-4.560718536E-1,-1.579127312E0
3.515898239E2,6.388367414E-1,-4.611296654E-1,-1.082036495E0
3.515978192E2,7.894893885E-1,-5.061054230E-1,-7.503671646E-1
3.516058140E2,2.300726175E-1,-2.632083893E-1,-5.443310738E-1
3.516138092E2,-2.622404099E-1,2.120900154E-1,-4.788169861E-1
3.516218048E2,-1.503486633E-1,6.168775558E-1,-3.672542572E-1
3.516298310E2,1.690409184E-1,8.628678322E-1,-5.491423607E-1
3.516378273E2,-2.452544570E-1,1.282073021E0,-1.271267891E0
3.516458252E2,-1.309797168E-1,1.081883907E0,-3.664665222E-1
3.516538171E2,-7.799768448E-1,1.225300312E0,-8.696231842E-1
3.516618161E2,-2.490623593E-1,1.012802601E0,-1.779036522E-1
3.516698097E2,2.158382535E-1,7.595663071E-1,-2.877483368E-1
3.516778060E2,2.095096111E-1,6.316971779E-1,6.606960297E-2
3.516858319E2,1.369370818E-1,5.167622566E-1,3.435516357E-1
3.516938272E2,2.143952847E-1,5.015306473E-1,5.633196831E-1
3.517018229E2,5.366257429E-1,3.943786621E-1,5.125255585E-1
3.517098190E2,6.962527633E-1,3.656935692E-1,-5.592155457E-2
3.517178128E2,7.356207371E-1,4.484543800E-1,-6.221151352E-2
3.517258085E2,5.127706528E-1,5.597982407E-1,3.953170776E-2
3.517338039E2,3.513821363E-1,5.628333092E-1,4.840579033E-1
3.517418306E2,-9.391427040E-3,6.583642960E-1,7.996926308E-1
3.517498272E2,-3.841410577E-1,8.827853203E-1,8.084850311E-1
3.517578223E2,-2.441324294E-1,9.766778946E-1,9.198532104E-1
3.517658171E2,-1.821866333E-1,9.043607712E-1,8.000831604E-1
3.517738143E2,-3.202251494E-1,7.119317055E-1,7.784872055E-1
3.517818112E2,-3.353680968E-1,5.314216614E-1,2.238574028E-1
3.517898033E2,-2.260309458E-2,5.957827568E-1,-3.910541534E-3
3.517978324E2,2.902108431E-2,6.304397583E-1,4.411697388E-3
3.518058273E2,-1.739168167E-1,6.864805222E-1,8.067607880E-2
3.518138207E2,-2.451798320E-2,1.099991798E0,4.193224907E-1
3.518218168E2,1.069203168E-1,1.193727970E0,8.330445290E-1
3.518298149E2,-4.184226692E-2,1.140122414E0,-2.256255150E-1
3.518378085E2,-3.952963054E-1,4.980649948E-1,6.263418198E-1
3.518458353E2,-1.437845945E0,1.103874683E0,2.337692261E0
3.518538306E2,-1.332144022E0,7.959761620E-1,3.505041122E0
3.518618254E2,2.496745884E-1,-4.451036453E-1,2.661365509E0
3.518698235E2,8.322265744E-1,-9.178638458E-1,1.066543102E0
3.518778162E2,1.355475664E0,-1.413803577E0,5.132293701E-1
3.518858137E2,1.167094588E0,-1.418620586E0,4.641680717E-1
3.518938094E2,1.155719280E0,-1.564045906E0,3.435068130E-1
3.519018352E2,1.046256185E0,-1.560861111E0,3.534016609E-1
3.519098302E2,4.293033481E-1,-1.453876972E0,1.388194561E0
3.519178251E2,-3.999572098E-1,-1.180097103E0,2.807713509E0
3.519258213E2,-1.230360508E0,-7.667021751E-1,4.414658546E0
3.519338170E2,-2.122582912E0,-4.742588997E-1,5.281890869E0
3.519418136E2,-3.315886736E0,-3.026933670E-1,5.487389088E0
3.519498072E2,-3.736577272E0,-9.700822830E-2,5.512214184E0
3.519578045E2,-3.626971722E0,-2.254247665E-1,4.802157402E0
3.519658312E2,-3.374526739E0,-2.465634346E-1,3.997412682E0
3.519738245E2,-2.830700874E0,-3.435840607E-1,2.883821964E0
3.519818229E2,-2.186299086E0,-5.285696983E-1,1.887557507E0
3.519898173E2,-2.080434322E0,-5.982308388E-1,8.346219063E-1
3.519978134E2,-1.767294884E0,-6.906566620E-1,2.966694832E-1
3.520058096E2,-2.012766361E0,-7.088747025E-1,1.482105255E-1
3.520138031E2,-1.823095202E0,-6.099338531E-1,-3.696393967E-2
3.520218300E2,-1.676023006E0,-7.680954933E-1,-3.485212326E-1
3.520298250E2,-1.375200987E0,-9.981427193E-1,-6.452507973E-1
3.520378201E2,-9.298290610E-1,-1.171126366E0,-1.349352360E0
3.520458158E2,-6.885159016E-1,-1.347940922E0,-1.477179050E0
3.520538133E2,-3.881656528E-1,-1.538378239E0,-1.584612846E0
3.520618094E2,8.572667837E-3,-1.630404949E0,-1.630542278E0
3.520698035E2,5.488843918E-1,-1.819502831E0,-1.651940346E0
3.520778300E2,8.426957726E-1,-1.939546108E0,-1.555958748E0
3.520858253E2,8.044375181E-1,-1.872826099E0,-9.770359993E-1
3.520938214E2,7.249337435E-1,-1.731425285E0,-8.744392395E-1
3.521018149E2,7.884790897E-1,-1.592008591E0,-6.215801239E-1
3.521098127E2,1.056117117E-1,-1.496752262E0,-6.669054031E-1
3.521178078E2,2.481413931E-1,-1.537485600E0,-2.819771767E-1
3.521258321E2,2.414409667E-1,-1.442441940E0,-3.973908424E-1
3.521338287E2,7.102954984E-1,-1.592987537E0,2.968559265E-1
3.521418259E2,1.007449627E0,-1.810528994E0,2.163228989E-1
3.521498200E2,1.088221073E0,-1.510526657E0,3.905296326E-2
3.521578163E2,1.304485798E0,-1.397320271E0,-1.904010773E-2
3.521658112E2,1.118221045E0,-1.341707706E0,-2.737016678E-1
3.521738074E2,7.880491614E-1,-1.213893414E0,-5.358996391E-1
3.521818336E2,6.127606034E-1,-1.069084167E0,-6.873650551E-1
3.521898278E2,2.248335630E-1,-8.326315880E-1,-7.596154213E-1
3.521978253E2,-2.078280151E-1,-6.815118790E-1,-1.133704185E0
3.522058222E2,-7.333893180E-1,-5.409040451E-1,-1.570890427E0
3.522138152E2,-1.213115096E0,-3.409161568E-1,-1.714643478E0
3.522218108E2,-1.592156649E0,1.610918045E-1,-1.681189060E0
3.522298066E2,-1.894615293E0,2.368917465E-1,-1.755400181E0
3.522378342E2,-2.087143660E0,3.522706032E-1,-1.771651745E0
3.522458277E2,-1.967800975E0,2.722506523E-1,-1.818358421E0
3.522538237E2,-2.312798977E0,8.557510376E-2,-1.440845013E0
3.522618185E2,-1.760999918E0,7.257919312E-1,-4.509029388E-1
3.522698164E2,-1.658828259E-1,1.851015091E-1,-1.819008827E0
3.522778102E2,-7.172565460E-1,3.873476982E-1,-1.332112789E0
3.522858072E2,-6.942331791E-3,2.376403809E-1,-2.253112793E0
3.522938339E2,3.652893305E-1,1.455450058E-1,-2.692234993E0
3.523018281E2,8.101553321E-1,2.967758179E-1,-2.604325294E0
3.523098243E2,1.104590654E0,4.718317986E-1,-2.513507843E0
3.523178188E2,9.934536219E-1,5.911345482E-1,-2.227877140E0
3.523258158E2,5.001732111E-1,7.735061646E-1,-1.441571712E0
3.523338115E2,2.318144441E-1,8.232932091E-1,-8.658194542E-1
3.523418071E2,5.941119790E-2,6.859011650E-1,-3.607282639E-1
3.523498344E2,8.977383375E-2,6.435737610E-1,1.316432953E-1
3.523578274E2,3.331390768E-2,7.262864113E-1,6.811761856E-1
3.523658234E2,-2.137739956E-1,5.446643829E-1,9.068546295E-1
3.523738200E2,3.475388288E-1,-1.660604477E-1,2.429437637E-1
3.523818144E2,1.644960761E0,-3.144001961E-1,-5.621347427E-1
3.523898092E2,3.790431499E0,-5.016932487E-1,-2.865285873E-1
3.523978062E2,3.079631329E0,-5.653982162E-1,-2.036094666E-2
3.524058314E2,5.609290600E-1,-1.837615967E-1,7.658977509E-1
3.524138274E2,-1.281709194E0,4.518470764E-1,1.221376419E0
3.524218256E2,-2.104600191E0,7.855024338E-1,1.742947578E0
3.524298191E2,-1.961861134E0,8.455286026E-1,2.425714493E0
3.524378166E2,-1.282810569E0,1.071849823E0,2.829596519E0
3.524458129E2,-8.807784319E-1,7.536172867E-1,2.923095703E0
3.524538047E2,-1.651103199E-1,1.036951542E0,2.626085281E0
3.524618323E2,3.623658121E-1,1.023998737E0,1.790369034E0
3.524698286E2,7.381246090E-1,5.786290169E-1,8.625545502E-1
3.524778250E2,8.636515737E-1,2.019248009E-1,5.831880569E-1
3.524858181E2,8.273321986E-1,3.725290298E-2,2.852506638E-1
3.524938129E2,4.227366447E-1,-2.228465080E-1,-3.521118164E-1
3.525018104E2,3.469251990E-1,1.171731949E-2,-8.751854897E-1
3.525098064E2,1.027576208E0,3.749032021E-1,-1.063780308E0
3.525178319E2,7.269715667E-1,5.655641556E-1,-3.646531105E-1
3.525258279E2,2.760342360E-1,5.067944527E-1,3.415203094E-1
3.525338246E2,6.208634973E-1,-4.507088661E-1,-8.193392754E-1
3.525418193E2,1.019407392E0,-1.027486801E0,-6.991448402E-1
3.525498132E2,8.061544895E-1,-1.707969427E0,-1.667785645E-2
3.525578102E2,1.306697130E0,-1.635846615E0,1.901494026E0
3.525658058E2,5.885004401E-1,-1.734829664E0,3.747500420E0
3.525738314E2,-1.435723305E-1,-1.633738995E0,5.790110588E0
3.525818270E2,-8.675355911E-1,-1.568819284E0,7.130254745E0
3.525898234E2,-1.523210049E0,-1.898968101E0,7.964911461E0
3.525978185E2,-1.685533643E0,-2.173222542E0,8.450983047E0
3.526058141E2,-1.940899134E0,-2.543207169E0,8.162268639E0
3.526138083E2,-2.097464561E0,-2.738371372E0,7.761623383E0
3.526218046E2,-1.930943370E0,-2.926486254E0,7.108781815E0
3.526298445E2,-1.498386383E0,-3.003916025E0,6.249830246E0
3.526378289E2,-9.470653534E-1,-2.782456875E0,5.326869965E0
3.526458215E2,-6.557251215E-1,-2.638427734E0,4.460482597E0
3.526538185E2,-8.906161785E-2,-2.542917252E0,3.407317162E0
3.526618135E2,5.496126413E-1,-2.245734215E0,3.021139145E0
3.526698094E2,6.159319878E-1,-1.811260939E0,2.345448494E0
3.526778052E2,7.583401203E-1,-1.594075084E0,1.662862778E0
3.526858307E2,9.276160002E-1,-1.244407654E0,1.058586121E0
3.526938286E2,6.147440672E-1,-1.224531174E0,1.249532700E-1
3.527018221E2,2.071819305E-1,-1.461506128E0,-1.071430206E0
3.527098181E2,-1.181863546E-1,-1.560962439E0,-2.281298637E0
3.527178123E2,-3.331658840E-1,-1.605851650E0,-2.708724022E0
3.527258111E2,-8.352718353E-1,-1.144719601E0,-2.605174541E0
3.527338037E2,-8.687634468E-1,-8.625481129E-1,-2.580438614E0
3.527418316E2,-6.493177414E-1,-6.185116768E-1,-2.297504425E0
3.527498249E2,-1.684057713E-2,-7.386250496E-1,-1.931094646E0
3.527578224E2,5.055965185E-1,-8.715825081E-1,-1.942251205E0
3.527658178E2,5.992545485E-1,-8.424229622E-1,-1.551877975E0
3.527738128E2,9.593390226E-1,-8.955645561E-1,-8.366608620E-1
3.527818095E2,1.129462242E0,-8.081951141E-1,-8.322472572E-1
3.527898043E2,1.080435991E0,-7.794418335E-1,-7.747945786E-1
3.527978325E2,9.379731417E-1,-6.294648647E-1,-6.347064972E-1
3.528058246E2,5.437742472E-1,-6.020627022E-1,-9.208092690E-1
3.528138226E2,2.319399118E-1,-5.591101646E-1,-9.527411461E-1
3.528218187E2,-5.999064445E-2,-5.781526566E-1,-7.792453766E-1
3.528298147E2,7.014465332E-2,-5.699243546E-1,-2.812080383E-1
3.528378110E2,4.380424619E-1,-5.724954605E-1,1.180143356E-1
3.528458039E2,6.050478220E-1,-6.487774849E-1,2.364244461E-1
3.528538319E2,6.042671800E-1,-8.794441223E-1,-2.319335938E-3
3.528618263E2,4.373109341E-1,-1.041064262E0,-2.983837128E-1
3.528698232E2,3.167947233E-1,-1.125154495E0,-8.138861656E-1
3.528778174E2,3.802891672E-1,-1.172896862E0,-1.301658630E0
3.528858134E2,5.089867115E-1,-9.603443146E-1,-1.909102440E0
3.528938086E2,2.816774845E-1,-8.561925888E-1,-2.579349995E0
3.529018340E2,4.850102663E-1,-6.507477760E-1,-3.050076008E0
3.529098297E2,8.098605275E-1,-5.823402405E-1,-3.042430401E0
3.529178242E2,8.224196434E-1,-7.803573608E-1,-3.187884331E0
3.529258227E2,3.810021877E-1,-6.511135101E-1,-2.709907532E0
3.529338156E2,2.307931185E-1,-4.902729988E-1,-2.310923576E0
3.529418110E2,-1.281169057E-1,-2.748317719E-1,-2.281927109E0
3.529498082E2,-7.456662655E-1,-9.813022614E-2,-2.044109344E0
3.529578045E2,-1.196039677E0,-5.078268051E-2,-2.003865242E0
3.529658295E2,-1.302174568E0,-1.697492599E-1,-2.094816685E0
3.529738260E2,-1.065133333E0,-3.776865005E-1,-2.185389519E0
3.529818226E2,-7.852373123E-1,-6.654620171E-1,-2.241599083E0
3.529898152E2,-1.281727552E-1,-8.367066383E-1,-2.088263035E0
3.529978118E2,1.078759432E-1,-9.035363197E-1,-1.744027615E0
3.530058085E2,1.791283488E-1,-8.711853027E-1,-1.514542580E0
3.530138027E2,3.480896354E-1,-7.930736542E-1,-1.245890141E0
3.530218298E2,2.714636326E-1,-5.997877121E-1,-8.304123878E-1
3.530298248E2,-1.047098637E-2,-2.704448700E-1,-5.506739616E-1
3.530378224E2,-5.118423700E-2,-1.078686714E-1,-5.878834724E-1
3.530458150E2,4.405450821E-2,1.290469170E-1,-3.138680458E-1
3.530538134E2,2.894169092E-1,3.277130127E-1,-1.071672440E-1
3.530618078E2,9.144713879E-1,5.179257393E-1,1.543054581E-1
3.530698349E2,1.282593250E0,6.057634354E-1,3.583750725E-1
3.530778287E2,9.389583468E-1,6.881437302E-1,6.631531715E-1
3.530858254E2,3.512188792E-1,6.258082390E-1,8.542714119E-1
3.530938208E2,-9.572398663E-2,3.400354385E-1,1.157231808E0
3.531018164E2,-4.158123732E-1,1.561117172E-2,1.537672520E0
3.531098122E2,-6.405256987E-1,-2.988176346E-1,2.333880901E0
3.531178070E2,-7.736179829E-1,-4.501190186E-1,3.070141315E0
3.531258333E2,-1.021102667E0,-2.986502647E-1,3.672487259E0
3.531338276E2,-1.168484688E0,-3.562021255E-2,4.108558655E0
3.531418250E2,-1.201625705E0,7.527351379E-2,4.182761669E0
3.531498201E2,-1.139422655E0,1.166243553E-1,3.913162708E0
3.531578177E2,-1.128260255E0,2.486672401E-1,3.396842957E0
3.531658106E2,-1.208099008E0,4.021377563E-1,2.885874748E0
3.531738063E2,-1.222355723E0,6.235609055E-1,2.329552650E0
3.531818337E2,-1.203141570E0,7.664012909E-1,1.934172153E0
3.531898288E2,-1.166946650E0,7.893209457E-1,1.482294083E0
3.531978232E2,-1.164533377E0,7.413468361E-1,1.310286522E0
3.532058201E2,-1.157751083E0,4.964470863E-1,1.309594154E0
3.532138146E2,-1.113783360E0,2.909746170E-1,1.298470974E0
3.532218115E2,-1.302888393E0,8.353519440E-2,9.271759987E-1
3.532298062E2,-1.446479559E0,-9.054708481E-2,4.265847206E-1
3.532378318E2,-1.829668522E0,-1.838173866E-1,-6.625556946E-2
3.532458293E2,-2.181045532E0,-8.503103256E-2,-3.736729622E-1
3.532538259E2,-2.459662199E0,2.411842346E-3,-4.248890877E-1
3.532618188E2,-2.415671349E0,-6.875753403E-2,-1.289792061E-1
3.532698140E2,-2.065296650E0,-3.176889420E-1,4.083251953E-1
3.532778106E2,-1.776474714E0,-4.823727608E-1,9.434113503E-1
3.532858075E2,-1.498295546E0,-6.883177757E-1,1.745891094E0
3.532938325E2,-1.240039110E0,-8.531365395E-1,2.517375469E0
3.533018281E2,-8.027205467E-1,-1.179513454E0,3.320178986E0
3.533098226E2,-4.875931740E-1,-1.548416615E0,3.597573280E0
3.533178185E2,-2.735683918E-1,-1.905609131E0,3.395266533E0
3.533258145E2,-7.218909264E-2,-2.270762205E0,2.842065811E0
3.533338094E2,-2.792217731E-1,-2.491775990E0,2.164762020E0
3.533418069E2,-5.904181004E-1,-2.536341190E0,1.494334221E0
3.533498324E2,-9.819779396E-1,-2.485279083E0,5.475363731E-1
3.533578287E2,-1.381469011E0,-2.367531061E0,-1.806182861E-1
3.533658244E2,-1.706115723E0,-2.151752472E0,-8.054852486E-1
3.533738186E2,-1.697098970E0,-1.913906097E0,-1.064690113E0
3.533818152E2,-1.393699884E0,-1.699216366E0,-1.106110573E0
3.533898106E2,-1.038800001E0,-1.635697365E0,-9.973835945E-1
3.533978050E2,-6.475687027E-1,-1.643188953E0,-9.022340775E-1
3.534058336E2,-4.271323681E-1,-1.652408600E0,-7.795066833E-1
3.534138271E2,-2.739515305E-1,-1.691761017E0,-6.751484871E-1
3.534218216E2,-2.144293785E-1,-1.721912861E0,-7.412281036E-1
3.534298207E2,-3.060603142E-2,-1.779664516E0,-9.769387245E-1
3.534378164E2,-5.903911591E-2,-1.583254337E0,-9.962239265E-1
3.534458093E2,-1.301083565E-1,-1.383588314E0,-1.085200787E0
3.534538063E2,-5.214095116E-2,-1.250252724E0,-1.037729740E0
3.534618308E2,4.878377914E-2,-1.122816563E0,-8.892259598E-1
3.534698262E2,1.145925522E-1,-1.049248219E0,-7.061133385E-1
3.534778213E2,1.624981165E-1,-1.053802013E0,-5.806889534E-1
3.534858179E2,2.879618406E-1,-1.110226631E0,-6.895132065E-1
3.534938148E2,3.223576546E-1,-1.220466137E0,-9.273180962E-1
3.535018112E2,2.727404833E-1,-1.316449165E0,-1.050259590E0
3.535098056E2,1.248929501E-1,-1.376573086E0,-1.094944477E0
3.535178323E2,7.074356079E-3,-1.470074654E0,-1.085781574E0
3.535258274E2,-1.289894581E-1,-1.516647816E0,-1.065640450E0
3.535338216E2,-1.921130419E-1,-1.497573853E0,-1.044276714E0
3.535418188E2,-2.379944324E-1,-1.442694187E0,-9.921426773E-1
3.535498129E2,-2.277413607E-1,-1.385944843E0,-9.332585335E-1
3.535578102E2,-2.084500790E-1,-1.336992264E0,-7.931051254E-1
3.535658052E2,-2.142769098E-1,-1.274756908E0,-6.384434700E-1
3.535738324E2,-1.776926517E-1,-1.201856613E0,-5.455451012E-1
3.535818262E2,-1.217976809E-1,-1.166817188E0,-4.633502960E-1
3.535898219E2,5.483067036E-2,-1.164488316E0,-4.613771439E-1
3.535978178E2,1.355831623E-1,-1.080404758E0,-3.880991936E-1
3.536058138E2,2.705035210E-1,-9.146375656E-1,-4.489989281E-1
3.536138102E2,3.342822790E-1,-7.490315437E-1,-5.164752007E-1
3.536218041E2,3.108958006E-1,-5.204954147E-1,-6.318216324E-1
3.536298308E2,2.308828831E-1,-3.505640030E-1,-7.382202148E-1
3.536378262E2,1.565959454E-1,-2.117171288E-1,-9.497213364E-1
3.536458231E2,1.055622101E-1,-1.199374199E-1,-1.104540348E0
3.536538175E2,2.286911011E-3,-3.654289246E-2,-1.243965626E0
3.536618139E2,-2.729535103E-2,7.431888580E-2,-1.301084995E0
3.536698089E2,-1.672382355E-1,2.145824432E-1,-1.117398739E0
3.536778047E2,-1.094057560E-1,3.797717094E-1,-7.118134499E-1
3.536858330E2,-1.521470547E-1,4.245729446E-1,-4.231338501E-1
3.536938253E2,-1.059317589E-1,4.670014381E-1,-4.130139351E-1
3.537018231E2,5.541956425E-2,4.450316429E-1,-4.728755951E-1
3.537098178E2,1.283973455E-1,4.785923958E-1,-5.094771385E-1
3.537178154E2,9.822356701E-2,5.447349548E-1,-6.649708748E-1
3.537258074E2,1.148700714E-1,6.049904823E-1,-7.714395523E-1
3.537338354E2,1.530989408E-1,7.317967415E-1,-7.622647285E-1
3.537418320E2,9.954082966E-2,8.467507362E-1,-8.703622818E-1
3.537498262E2,3.509795666E-2,1.015236855E0,-8.686590195E-1
3.537578222E2,-2.486195564E-1,1.202705860E0,-7.728323936E-1
3.537658170E2,-6.575920582E-1,1.295476913E0,-5.316252708E-1
3.537738139E2,-8.650357723E-1,1.279297352E0,-2.562880516E-1
3.537818104E2,-9.439866543E-1,1.134098053E0,2.504000664E-1
