"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.771784966E1,-7.887353897E-1,1.400547028E0,-7.116739750E-1
6.772584690E1,9.183611870E-1,1.358949661E0,-6.500084400E-1
6.773384237E1,3.274934769E0,1.616155148E0,-2.484185696E-1
6.774186731E1,5.316991806E0,2.052257538E0,-4.772317410E-1
6.774986262E1,6.350419998E0,2.090874672E0,-1.201151371E0
6.775785902E1,6.601159096E0,1.956956387E0,-2.694893837E0
6.776585588E1,6.149468899E0,2.036046982E0,-3.100277185E0
6.777385043E1,5.067645073E0,2.224697590E0,-3.015813351E0
6.778184483E1,4.337399960E0,2.243778229E0,-2.432688236E0
6.778987045E1,3.844553947E0,2.104779243E0,-1.239477873E0
6.779786577E1,3.554086208E0,1.545647621E0,8.833575249E-2
6.780586063E1,3.570373535E0,7.635011673E-1,1.030751348E0
6.781385657E1,3.641078949E0,1.091327667E-1,1.262896538E0
6.782185381E1,4.286758900E0,-5.110206604E-1,8.837288618E-1
6.782985013E1,4.854276657E0,-1.008348465E0,5.671186447E-1
6.783784583E1,5.506735325E0,-1.418407440E0,6.865501404E-2
6.784584246E1,5.493773937E0,-1.622839451E0,-1.134181023E-2
6.785386678E1,5.241086006E0,-1.645854950E0,-2.918274403E-1
6.786186440E1,4.782123566E0,-1.592052937E0,-5.671501160E-1
6.786986011E1,3.906562805E0,-1.339888096E0,-7.974023819E-1
6.787785304E1,2.946625710E0,-9.319686890E-1,-6.808965206E-1
6.788587982E1,1.697761059E0,-2.172288895E-1,-4.681265354E-1
6.789384353E1,8.781256676E-1,3.319845200E-1,-4.801082611E-1
6.790187123E1,8.164596558E-2,9.991087914E-1,-6.117379665E-1
6.790986778E1,-2.036185265E-1,1.432439327E0,-6.140434742E-1
6.791786287E1,-3.322138786E-1,1.715523720E0,-5.863018036E-1
6.792585619E1,-4.298329353E-1,1.715865612E0,-6.601338387E-1
6.793385243E1,-4.033408165E-1,1.332646370E0,-4.585349560E-1
6.794184998E1,-4.079599380E-1,1.044798374E0,-2.341976166E-1
6.794984607E1,-5.157938004E-1,2.639622688E-1,-3.209156990E-1
6.795787101E1,-8.758826256E-1,-6.915411949E-1,-1.960861683E-1
6.796586610E1,-1.091730595E0,-1.134768486E0,6.548924446E-1
6.797386149E1,-1.609001398E0,-1.309595108E0,8.606188297E-1
6.798185658E1,-1.654211760E0,-1.730428696E0,8.415336609E-1
6.798985505E1,-2.214448452E0,-2.092970371E0,1.099616051E0
6.799785045E1,-2.806314945E0,-2.434938908E0,1.710219264E0
6.800584277E1,-3.248471737E0,-2.697755814E0,2.017071962E0
6.801384094E1,-3.496494055E0,-3.067147255E0,1.989982605E0
6.802186802E1,-3.364021778E0,-3.168269157E0,1.479042530E0
6.802986280E1,-3.686028957E0,-3.006135464E0,1.229160547E0
6.803785751E1,-3.789481163E0,-3.085682869E0,1.330118775E0
6.804585329E1,-4.250164509E0,-3.186370373E0,1.552714348E0
6.805385053E1,-4.051314354E0,-3.437491417E0,1.256568193E0
6.806184431E1,-3.778985977E0,-3.463577271E0,7.447578907E-1
6.806987056E1,-3.617415905E0,-3.311829567E0,9.485194683E-1
6.807786680E1,-3.472598553E0,-2.875361919E0,9.908205271E-1
6.808586227E1,-3.058682919E0,-2.664545059E0,3.965940475E-1
6.809385736E1,-2.498923779E0,-2.540472031E0,-1.994490623E-1
6.810185176E1,-2.539257050E0,-2.394301414E0,-1.769411564E-1
6.810985000E1,-1.908333540E0,-2.545938015E0,-4.088387489E-1
6.811784532E1,-1.718733072E0,-2.462729454E0,-4.766275883E-1
6.812587279E1,-1.116381645E0,-2.417115211E0,-3.607997894E-1
6.813386688E1,-8.833694458E-1,-2.318902969E0,-3.163018227E-1
6.814186328E1,-4.342713356E-1,-2.145678997E0,-1.558227539E-1
6.814985775E1,7.583713531E-2,-1.957035542E0,-4.472224712E-1
6.815785215E1,3.993954659E-1,-1.550916195E0,-8.325905800E-1
6.816584854E1,9.669265747E-1,-1.289230824E0,-1.706893206E0
6.817384448E1,1.500735760E0,-1.017023087E0,-2.639124870E0
6.818184172E1,1.511322975E0,-8.134799004E-1,-2.937610626E0
6.818986419E1,1.671958447E0,-6.705522537E-1,-3.428976297E0
6.819786151E1,1.572101116E0,-4.330959320E-1,-3.464794636E0
6.820585776E1,1.474954128E0,5.494022369E-2,-3.003279448E0
6.821385415E1,1.583491802E0,1.085230827E0,-1.679085970E0
6.822184701E1,2.250077248E0,2.460651398E0,1.636183262E-1
6.822984341E1,2.425505161E0,3.542233467E0,1.161671042E0
6.823786980E1,2.697732925E0,4.864509583E0,9.579108953E-1
6.824586589E1,3.022572994E0,6.061844826E0,4.275672436E-1
6.825386282E1,4.200111389E0,7.061118126E0,-6.366572380E-1
6.826185884E1,4.819388866E0,7.568859100E0,-7.934615612E-1
6.826985239E1,5.193370819E0,7.405961990E0,-1.118284941E0
6.827784778E1,4.510329247E0,6.576912880E0,-1.151065350E0
6.828584526E1,2.897695541E0,5.144939423E0,-2.928476334E-1
6.829387181E1,1.782770634E0,3.771431923E0,9.487452507E-1
6.830186528E1,6.407337189E-1,2.528623581E0,2.624004364E0
6.830985983E1,-6.101226807E-2,1.968458176E0,3.877863407E0
6.831785515E1,-4.922900200E-1,1.861043930E0,5.196735382E0
6.832585278E1,-6.712203026E-1,2.146310806E0,6.018441200E0
6.833384871E1,-8.357563019E-1,2.723827362E0,6.093135834E0
6.834184326E1,-9.652483463E-1,3.215701103E0,5.551605701E0
6.834986904E1,-1.037663221E0,3.737383842E0,4.437503815E0
6.835786475E1,-9.224734306E-1,3.963327408E0,3.403204679E0
6.836588999E1,-5.229873657E-1,3.950372696E0,2.288463354E0
6.837385500E1,-1.694040298E-1,3.812458992E0,1.536347270E0
6.838185247E1,4.972887039E-1,3.508637428E0,7.582783699E-1
6.838984972E1,1.205053329E0,3.154138565E0,1.011092663E-1
6.839784427E1,1.648072720E0,2.668970108E0,-4.967420101E-1
6.840586820E1,1.825077057E0,2.268800735E0,-8.837461472E-1
6.841386637E1,1.653328896E0,1.896031380E0,-6.988632679E-1
6.842186122E1,1.362336636E0,1.449044228E0,-2.088308334E-1
6.842985693E1,1.186930656E0,8.977317810E-1,4.392139912E-1
6.843785379E1,9.199008942E-1,3.328952789E-1,9.137877226E-1
6.844584803E1,7.959589958E-1,-2.716040611E-1,1.316071749E0
6.845384373E1,5.652022362E-1,-7.030205727E-1,1.623807788E0
6.846187105E1,5.579366684E-1,-1.065900326E0,1.616657853E0
6.846986399E1,2.734055519E-1,-1.378489017E0,1.645794630E0
6.847786277E1,2.986130714E-1,-1.486985683E0,1.158611774E0
6.848585670E1,-1.483836174E-1,-1.686687469E0,5.806959867E-1
6.849385264E1,-4.848060608E-1,-2.037847996E0,1.933300495E-1
6.850184596E1,-8.607239723E-1,-2.443481445E0,4.299616814E-2
6.850984505E1,-6.087913513E-1,-3.235806465E0,-3.962607384E-1
6.851786937E1,-1.103044033E0,-3.564271927E0,-3.187005520E-1
6.852586684E1,-1.039861679E0,-3.825938702E0,1.562952995E-2
6.853385954E1,-1.093766689E0,-3.971665382E0,-1.134083271E-1
6.854185648E1,-1.421419144E0,-4.045181274E0,3.018760681E-2
6.854985064E1,-1.607984304E0,-4.093810558E0,1.929292679E-1
6.855784635E1,-1.876094818E0,-4.309681892E0,4.829474688E-1
6.856584297E1,-1.833158493E0,-4.290240288E0,3.768805265E-1
6.857387037E1,-1.686249495E0,-4.263726234E0,2.723484039E-1
6.858186508E1,-1.913426876E0,-4.015059948E0,7.372947931E-1
6.858986047E1,-2.036446095E0,-3.832987785E0,2.916038036E-1
6.859785441E1,-2.282921076E0,-3.333177090E0,6.237268448E-1
6.860585372E1,-1.823732138E0,-2.771109104E0,3.300251961E-1
6.861384789E1,-2.366358519E0,-2.136646271E0,7.330647707E-1
6.862184513E1,-1.928693056E0,-1.783504963E0,2.276887894E-1
6.862986822E1,-1.814934492E0,-1.332654476E0,3.493275642E-1
6.863786670E1,-1.850339174E0,-8.558464050E-1,4.612765312E-1
6.864586209E1,-1.427632332E0,-6.714272499E-1,1.954534054E-1
6.865385841E1,-1.320435524E0,-4.420666695E-1,4.410312176E-1
6.866185196E1,-1.004825592E0,-3.585619926E-1,4.716231823E-1
6.866984897E1,-6.765608788E-1,-4.170770645E-1,1.083707809E-1
6.867784283E1,-9.881515503E-1,-7.819652557E-2,7.756340504E-1
6.868586869E1,-1.018168449E0,5.041556358E-1,9.384878874E-1
6.869386432E1,-1.106543541E0,1.035546780E0,5.445551872E-1
6.870186194E1,-1.615064144E0,1.936973572E0,8.203270435E-1
6.870985480E1,-1.532254219E0,2.408724308E0,2.933173180E-1
6.871785174E1,-1.291466236E0,2.568762779E0,-2.271218300E-1
6.872584867E1,-1.199276924E0,2.581196308E0,-5.023977757E-1
6.873387391E1,-7.853884697E-1,2.450531960E0,-7.525887489E-1
6.874186746E1,2.744998932E-1,2.489953518E0,-6.095604897E-1
6.874986386E1,1.827248096E0,2.773079872E0,-2.757780552E-1
6.875785979E1,3.235716343E0,2.861095428E0,-5.016405582E-1
6.876585588E1,4.523056984E0,2.813504219E0,-1.570353270E0
6.877384997E1,5.064446449E0,2.731617451E0,-1.456188917E0
6.878184752E1,5.001164913E0,2.504209518E0,-1.726056576E0
6.878987284E1,4.971237183E0,2.338319778E0,-1.735135078E0
6.879787124E1,5.284739971E0,2.172949791E0,-1.118187428E0
6.880586425E1,5.527510643E0,1.769262791E0,-3.791768551E-1
6.881386080E1,4.893520832E0,8.269534111E-1,6.624121666E-1
6.882185596E1,3.631281853E0,-3.063492775E-1,1.166001320E0
6.882985136E1,2.949618816E0,-1.383565903E0,1.569922566E0
6.883784737E1,3.179070473E0,-1.954568863E0,1.380857468E0
6.884584392E1,4.173572063E0,-2.299033165E0,9.310811758E-1
6.885386886E1,4.806269646E0,-2.357937336E0,5.395801067E-1
6.886186426E1,4.868660927E0,-2.235571861E0,7.608413696E-2
6.886985996E1,4.595825672E0,-2.023382187E0,-1.767013073E-1
6.887785420E1,4.227951527E0,-1.524101734E0,-1.522357464E-1
6.888585168E1,3.948371887E0,-7.546300888E-1,-1.896510124E-1
6.889384469E1,3.708382130E0,7.094507217E-1,-8.266329765E-2
6.890184216E1,3.355748177E0,1.984683037E0,-1.302456856E-1
6.890986832E1,2.888444901E0,3.133862972E0,-3.092391491E-1
6.891786380E1,2.119979382E0,3.535758972E0,-1.582164764E-1
6.892585942E1,1.310492039E0,3.574769974E0,2.640099525E-1
6.893385490E1,6.956930161E-1,3.339765549E0,2.823412418E-1
6.894184899E1,3.274555206E-1,2.906961918E0,5.160597563E-1
6.894984623E1,4.369597435E-1,2.175881386E0,5.247257948E-1
6.895784040E1,6.663122177E-1,1.378739834E0,6.272296906E-1
6.896586818E1,8.709301949E-1,7.930388451E-1,7.090238333E-1
6.897386234E1,9.250369072E-1,2.368025780E-1,5.787687302E-1
6.898185866E1,5.857329369E-1,-2.287936211E-1,5.065916777E-1
6.898985375E1,2.691020966E-1,-8.785676956E-1,2.701411247E-1
6.899785038E1,-6.251478195E-2,-1.406801701E0,3.831832409E-1
6.900584600E1,-9.542756081E-1,-1.652340889E0,6.546977758E-1
6.901387255E1,-1.711684227E0,-2.121362209E0,7.629873753E-1
6.902186734E1,-2.063617229E0,-2.710475922E0,7.922813892E-1
6.902986296E1,-2.243080854E0,-3.056654453E0,8.654960394E-1
6.903785782E1,-2.670533895E0,-3.339532852E0,2.662608624E-1
6.904585529E1,-3.617289543E0,-3.435197353E0,5.744225979E-1
6.905385038E1,-4.068702698E0,-3.476079464E0,6.225129366E-1
6.906184639E1,-4.355393887E0,-3.377110958E0,7.420535088E-1
6.906987325E1,-4.238128185E0,-3.431468487E0,1.032768607E0
6.907786642E1,-4.124050140E0,-3.248703480E0,1.147774696E0
6.908586458E1,-4.031004906E0,-2.924493790E0,1.219874740E0
6.909386059E1,-3.766273499E0,-2.611248493E0,1.205128431E0
6.910185538E1,-3.312392712E0,-2.459896564E0,4.827740192E-1
6.910984893E1,-2.924547434E0,-2.410650730E0,-3.247177601E-2
6.911784494E1,-2.996583700E0,-2.418198586E0,-5.215194225E-1
6.912587418E1,-2.743011475E0,-2.587069511E0,-4.120874405E-1
6.913386781E1,-2.365594149E0,-2.698892593E0,-4.602334499E-1
6.914186505E1,-2.065024853E0,-2.784988403E0,-4.932531118E-1
6.914985860E1,-1.688506365E0,-2.706838608E0,-4.130630493E-1
6.915785369E1,-1.341624975E0,-2.495560646E0,-3.446552753E-1
6.916585032E1,-8.516297340E-1,-2.220995426E0,-3.534274101E-1
6.917384571E1,-7.088403702E-1,-1.914477348E0,-5.539634228E-1
6.918187365E1,-2.774119377E-1,-1.690375805E0,-1.011088610E0
6.918986781E1,-2.862429619E-1,-1.389650822E0,-1.497313261E0
6.919786198E1,-8.532571793E-2,-1.109697342E0,-2.091376543E0
6.920585930E1,-2.116823196E-2,-7.949542999E-1,-2.471846819E0
6.921385308E1,3.790178299E-1,-4.713993073E-1,-2.924811125E0
6.922184886E1,4.785966873E-1,-1.511363983E-1,-3.088502884E0
6.922984456E1,5.606584549E-1,2.449426651E-1,-3.083462000E0
6.923787034E1,5.382032394E-1,5.234346390E-1,-2.980282307E0
6.924586612E1,4.168810844E-1,8.395633698E-1,-2.774173021E0
6.925386483E1,2.655677795E-1,1.333282471E0,-2.234186649E0
6.926185876E1,3.034796715E-1,2.620383263E0,-9.004416466E-1
6.926985478E1,7.341942787E-1,4.287154198E0,1.090006113E0
6.927784802E1,1.094279766E0,6.097735405E0,2.691944838E0
6.928584734E1,1.398643017E0,7.648373604E0,3.465768814E0
6.929387320E1,2.094558239E0,9.396075249E0,3.712206364E0
6.930186744E1,3.021722794E0,1.024545956E1,2.359960079E0
6.930986437E1,2.848761082E0,9.492074966E0,6.869053841E-2
6.931785885E1,2.386968613E0,7.565221786E0,-1.088698387E0
6.932585201E1,2.291308403E0,5.009041786E0,-2.445650101E-2
6.933384902E1,1.852386475E0,3.091299057E0,1.990329504E0
6.934184434E1,1.360190392E0,1.531974792E0,4.202410221E0
6.934987205E1,6.329264641E-1,7.062883377E-1,4.987707138E0
6.935786714E1,2.697134018E-1,4.423799515E-1,5.769434452E0
6.936586499E1,4.975438118E-1,6.867752075E-1,5.981133938E0
6.937385885E1,5.038614273E-1,1.313838005E0,5.714563370E0
6.938185402E1,7.978563309E-1,1.943502426E0,4.903767586E0
6.938984972E1,1.003169537E0,2.746604919E0,3.665547371E0
6.939784573E1,1.176288605E0,3.349584579E0,2.541628599E0
6.940587151E1,1.363530636E0,3.567614555E0,1.053147316E0
6.941386576E1,1.215852261E0,3.320604324E0,-3.840529919E-1
6.942186077E1,1.242771149E0,2.533750534E0,-1.351346970E0
6.942985624E1,1.382435322E0,1.845314980E0,-1.436461210E0
6.943785225E1,1.604241371E0,1.214523315E0,-1.284273148E0
6.944584950E1,1.923784733E0,8.232016563E-1,-1.198403597E0
6.945384451E1,2.050198078E0,4.060821533E-1,-9.755604267E-1
6.946187106E1,2.163754940E0,6.572246552E-3,-6.605632305E-1
6.946986799E1,1.943623543E0,-4.128203392E-1,-2.413446903E-1
6.947786185E1,1.850098133E0,-8.076090813E-1,2.493481636E-1
6.948585778E1,1.717329979E0,-1.190195084E0,4.704010487E-1
6.949385503E1,1.390415668E0,-1.460452080E0,6.224319935E-1
6.950185112E1,1.268315315E0,-1.868748188E0,5.678403378E-1
6.950984674E1,4.490885735E-1,-2.046962738E0,4.618196487E-1
6.951787114E1,-1.764688492E-1,-2.316834927E0,2.109487057E-1
6.952586746E1,-4.265069962E-1,-2.722413063E0,-1.229496002E-1
6.953386255E1,-6.334629059E-1,-3.172361851E0,1.323950291E-1
6.954185664E1,-2.971220016E-1,-3.822687149E0,-6.936080456E-1
6.954985365E1,-8.778424263E-1,-4.243085861E0,-5.176591873E-1
6.955784874E1,-1.174552917E0,-4.459453583E0,1.401429176E-1
6.956584652E1,-1.337180614E0,-4.601211071E0,2.600264549E-1
6.957387268E1,-1.751567125E0,-4.748603821E0,1.477622986E-2
6.958186839E1,-1.820010662E0,-4.743277550E0,-2.370965481E-1
6.958986047E1,-2.484769344E0,-4.340411186E0,1.004195213E-1
6.959785803E1,-2.773383141E0,-4.047451019E0,3.604390621E-1
6.960585373E1,-3.582503080E0,-3.485659599E0,1.784616351E0
6.961384882E1,-3.326916695E0,-3.265571117E0,1.400121689E0
6.962184575E1,-3.086357355E0,-3.185527325E0,1.220785379E0
6.962986946E1,-2.717916727E0,-3.045591831E0,1.205850840E0
6.963786662E1,-2.611165762E0,-2.910757542E0,1.216756821E0
6.964586202E1,-2.354573727E0,-2.496724606E0,1.026546001E0
6.965385780E1,-2.213094473E0,-2.147904396E0,9.071147442E-1
6.966185435E1,-1.860557079E0,-1.644168377E0,8.055815697E-1
6.966984821E1,-1.494110584E0,-1.314622402E0,5.559754372E-1
6.967784453E1,-1.477450848E0,-6.458830833E-1,8.283212185E-1
6.968586985E1,-1.197975636E0,-1.522169113E-1,6.853129864E-1
6.969386770E1,-1.240188599E0,4.737744331E-1,4.630851746E-1
6.970186025E1,-1.384120941E0,9.191446304E-1,3.039190769E-1
6.970985696E1,-1.824444532E0,1.377825260E0,1.778759956E-1
6.971785143E1,-2.111865044E0,1.550964355E0,-9.262943268E-2
6.972584798E1,-2.392358780E0,1.634172916E0,-1.978063583E-1
6.973384253E1,-2.415730476E0,1.358128071E0,-4.471213818E-1
6.974186901E1,-2.060142517E0,8.305802345E-1,-5.932254791E-1
6.974986740E1,-1.356010437E0,4.229869843E-1,-3.804464340E-1
6.975786164E1,5.899410248E-1,2.596139908E-1,7.400035858E-2
6.976585850E1,2.292050838E0,1.299371719E-1,2.720732689E-1
6.977385336E1,3.618298531E0,-1.263070107E-1,-3.900456429E-2
6.978184783E1,4.280595303E0,-6.421947479E-2,-3.046960831E-1
6.978987515E1,4.483890057E0,4.269537926E-1,-5.563416481E-1
6.979786901E1,4.629785061E0,1.000298977E0,-1.197796822E0
6.980595702E1,4.571403980E0,1.819404602E0,-2.368916273E0
6.981386134E1,4.270415306E0,2.163444519E0,-2.666049480E0
6.982185735E1,3.615656376E0,1.885559559E0,-2.036042452E0
6.982985244E1,3.159213543E0,1.226144791E0,-1.523704529E0
6.983784661E1,3.466804981E0,1.707644463E-1,-8.904290199E-1
6.984587616E1,4.457842350E0,-5.820455551E-1,-4.817163944E-1
6.985387071E1,6.238279819E0,-1.267444611E0,1.159684658E-1
6.986186510E1,7.479437351E0,-1.520374775E0,1.316995621E-1
6.986986273E1,7.993254662E0,-1.501561642E0,1.642827988E-1
6.987785559E1,7.876818180E0,-1.195993423E0,-9.750366211E-3
6.988585383E1,7.449657917E0,-3.325147629E-1,-5.613603592E-1
6.989384677E1,7.354093075E0,7.385497093E-1,-1.229712009E0
6.990184370E1,6.932239056E0,2.087546349E0,-1.556780815E0
6.990987071E1,6.320423603E0,3.229060173E0,-1.446076155E0
6.991786426E1,5.112458706E0,4.170397758E0,-1.340477467E0
6.992586212E1,3.827297688E0,4.461321354E0,-1.097627878E0
6.993385567E1,2.523667336E0,4.143793583E0,-8.889570236E-1
6.994185291E1,1.625385761E0,3.416508198E0,-6.927924156E-1
6.994984746E1,9.672627449E-1,2.346954346E0,-3.642666340E-1
6.995784340E1,5.937948227E-1,1.449660301E0,-2.219231129E-1
6.996586841E1,3.485622406E-1,5.792179108E-1,1.220183372E-1
6.997386381E1,1.903328896E-1,4.042768478E-2,2.635188103E-1
6.998186097E1,-2.979559898E-1,-3.341703415E-1,5.466201305E-1
6.998985583E1,-7.077960968E-1,-6.686730385E-1,7.835860252E-1
6.999785123E1,-8.927817345E-1,-1.040596962E0,8.948140144E-1
7.000584655E1,-1.220226288E0,-1.343765259E0,1.106442690E0
7.001387517E1,-1.692951679E0,-1.540313244E0,1.245291352E0
7.002187003E1,-2.357404232E0,-1.747924328E0,1.643513560E0
7.002986604E1,-2.339842319E0,-2.150187492E0,1.477085590E0
7.003786106E1,-2.393413544E0,-2.254423141E0,1.288031936E0
7.004585799E1,-2.515142679E0,-2.353000641E0,9.980658293E-1
7.005385131E1,-2.609526873E0,-2.472092628E0,6.384139061E-1
7.006184817E1,-2.576683283E0,-2.666351318E0,2.137537003E-1
7.006984518E1,-2.538032770E0,-2.709568501E0,2.297444344E-1
7.007786796E1,-2.650223970E0,-2.774683952E0,3.719205856E-1
7.008586613E1,-2.572245359E0,-2.945207119E0,5.712938309E-2
7.009386060E1,-2.691935301E0,-3.271570683E0,-5.019164085E-2
7.010185569E1,-2.569924116E0,-3.367207050E0,7.937908173E-2
7.010985193E1,-2.729009151E0,-3.455566406E0,-1.706497669E-1
7.011784710E1,-2.812960148E0,-3.516969204E0,-3.003075123E-1
7.012587357E1,-2.459732771E0,-3.527893066E0,-3.264241219E-1
7.013386866E1,-2.428797960E0,-3.381218910E0,-5.050463676E-1
7.014186652E1,-2.368877411E0,-3.208622456E0,-3.637139797E-1
7.014986060E1,-2.074002981E0,-3.210838318E0,-3.799316883E-1
7.015785792E1,-1.816884518E0,-3.277926445E0,-4.412188530E-1
7.016585386E1,-1.862719059E0,-3.168883801E0,-1.227288246E-1
7.017384779E1,-1.802530289E0,-3.153710842E0,1.117856503E-1
7.018187480E1,-1.475880146E0,-3.079437256E0,3.404934406E-1
7.018986928E1,-1.109937191E0,-2.772255898E0,2.554597855E-1
7.019786352E1,-9.743852615E-1,-2.416785240E0,1.187992096E-1
7.020586069E1,-4.756278992E-1,-2.052105904E0,-6.562638283E-2
7.021385639E1,-5.844073296E-1,-1.520712376E0,-4.304485321E-1
7.022185309E1,-5.121946335E-2,-1.228023529E0,-8.786976337E-1
7.022984626E1,5.032367706E-1,-9.089946747E-1,-1.322228432E0
7.023787373E1,7.616181374E-1,-6.123504639E-1,-2.019974709E0
7.024586936E1,9.606533051E-1,-3.557353020E-1,-2.496967554E0
7.025386299E1,1.105782986E0,-1.578292847E-1,-2.777280331E0
7.026185892E1,1.081840992E0,2.936887741E-2,-2.954280853E0
7.026985739E1,7.939772606E-1,1.691374779E-1,-3.040382385E0
7.027785041E1,3.937025070E-1,4.852747917E-1,-2.683831692E0
7.028584796E1,2.564587593E-1,1.186830044E0,-1.650971889E0
7.029387374E1,6.027879715E-1,2.536930084E0,4.361710548E-1
7.030186913E1,1.174540043E0,3.588260651E0,2.015278816E0
7.030986276E1,1.829025269E0,4.631036282E0,2.774235249E0
7.031785877E1,2.324934483E0,5.401587009E0,2.655785561E0
7.032585478E1,2.472984314E0,5.702784538E0,1.164112926E0
7.033385080E1,2.264418602E0,5.205078602E0,-1.014868498E0
7.034184558E1,2.158759117E0,4.050629139E0,-2.871200562E0
7.034987320E1,1.958404541E0,2.948377609E0,-2.470319748E0
7.035786745E1,1.602400303E0,2.161291122E0,-3.511240482E-1
7.036586438E1,1.655416489E0,2.141301632E0,2.280654669E0
7.037386132E1,1.633482456E0,2.800740719E0,4.591466904E0
7.038185425E1,1.584586143E0,3.306839466E0,4.858097553E0
7.038985088E1,2.143859863E0,3.970804691E0,5.326406002E0
7.039784650E1,1.876049995E0,4.397035122E0,4.932261467E0
7.040587267E1,9.294409752E-1,4.366436481E0,4.045086861E0
7.041386907E1,2.543148994E-1,4.029833317E0,3.190660000E0
7.042186439E1,-1.168227196E-1,3.646718502E0,2.339210987E0
7.042985855E1,-1.140475273E-1,3.363966465E0,1.658913851E0
7.043785549E1,3.878536224E-1,3.031837940E0,8.810894489E-1
7.044585127E1,1.101136684E0,2.854867935E0,2.339549065E-1
7.045384505E1,1.751895428E0,2.462001324E0,-4.790005684E-1
7.046187406E1,2.099004745E0,1.997212887E0,-1.105507612E0
7.046986815E1,2.194854736E0,1.432661057E0,-1.603844166E0
7.047786262E1,2.258842468E0,1.110785961E0,-1.753146172E0
7.048585925E1,1.797534466E0,9.400119781E-1,-1.622911215E0
7.049385649E1,1.449990273E0,9.186849594E-1,-1.280434370E0
7.050185066E1,1.366647720E0,7.838711739E-1,-1.000679493E0
7.050984521E1,1.154565334E0,7.984013557E-1,-7.562713623E-1
7.051787314E1,9.488687515E-1,7.393808365E-1,-4.616127014E-1
7.052586831E1,7.571525574E-1,6.257934570E-1,-9.711050987E-2
7.053386370E1,7.915349007E-1,1.485838890E-1,-4.535222054E-2
7.054185787E1,4.761414528E-1,-2.118687630E-1,-2.105166912E-1
7.054985419E1,1.217861176E-1,-6.930174828E-1,-1.377284527E-1
7.055785051E1,-3.288092613E-1,-1.151496887E0,-1.913185120E-1
7.056584614E1,-6.286101341E-1,-1.734296799E0,-1.512649059E-1
7.057387207E1,-6.789650917E-1,-2.340969563E0,-4.604320526E-1
7.058186708E1,-7.191748619E-1,-3.045623779E0,-6.354029179E-1
7.058986225E1,-7.896962166E-1,-3.363420486E0,-4.118463993E-1
7.059785941E1,-1.362504482E0,-3.674321890E0,1.894950867E-3
7.060585612E1,-1.638137341E0,-3.971628666E0,3.252863884E-1
7.061384936E1,-1.850846291E0,-4.295549393E0,7.810561657E-1
7.062184660E1,-2.043634892E0,-4.473766804E0,8.640638590E-1
7.062951892E1,-2.391123772E0,-4.671455383E0,1.137388110E0
7.063786632E1,-2.539236546E0,-4.744524002E0,1.110864997E0
7.064586348E1,-2.581381798E0,-4.774670601E0,8.649512529E-1
7.065385765E1,-2.961727619E0,-4.551990032E0,1.139843822E0
7.066185305E1,-2.874193430E0,-4.264784813E0,1.045539618E0
7.066984875E1,-2.527630329E0,-4.106445312E0,9.078613520E-1
7.067787676E1,-2.306577921E0,-3.587506056E0,1.342780113E0
7.068587185E1,-1.973989010E0,-3.042919159E0,1.548935294E0
7.069387563E1,-1.542707443E0,-2.488298416E0,1.581336737E0
7.070186180E1,-1.369113922E0,-1.938119888E0,1.694204330E0
7.070985842E1,-1.296519279E0,-1.281710148E0,1.347848058E0
7.071785620E1,-1.341254234E0,-6.356906891E-1,1.157348037E0
7.072585137E1,-1.454998016E0,1.800227165E-1,6.292750835E-1
7.073387784E1,-1.691533566E0,9.172353745E-1,1.486370564E-1
7.074187224E1,-1.815192699E0,1.444572449E0,-4.448175430E-1
7.074986640E1,-1.816843033E0,1.574419975E0,-7.736413479E-1
7.075786242E1,-1.856745720E0,1.403612137E0,-8.671715260E-1
7.076586089E1,-1.883885860E0,1.068014145E0,-7.803769112E-1
7.077385421E1,-1.294919968E0,7.922482491E-1,-1.981661320E-1
7.078185053E1,8.615207672E-2,6.438965797E-1,2.942931652E-1
7.078984623E1,2.541862488E0,5.249075890E-1,7.339954376E-1
7.079787086E1,4.214640617E0,3.218998909E-1,4.214136600E-1
7.080586926E1,5.150829315E0,1.080703735E-2,-6.626393795E-1
7.081386219E1,5.165365219E0,7.220649719E-2,-1.807799101E0
7.082185697E1,5.105589867E0,5.884032249E-1,-2.388774157E0
7.082985268E1,5.361601830E0,1.104731083E0,-2.865683317E0
7.083785053E1,5.280571938E0,1.577513218E0,-3.463573217E0
7.084587670E1,5.220064640E0,1.961316586E0,-3.319554567E0
7.085386971E1,4.438599110E0,1.941843510E0,-2.231154442E0
7.086186695E1,3.746639252E0,1.265095711E0,-1.322964430E0
7.086986235E1,3.894382000E0,3.528871536E-1,-9.217312336E-1
7.087785706E1,4.444639206E0,-4.716825485E-2,-8.352398872E-1
7.088585430E1,4.969072342E0,-2.113776207E-1,-7.692942619E-1
7.089384908E1,5.271744728E0,-1.408095360E-1,-7.214276791E-1
7.090184570E1,5.434279919E0,1.730761528E-1,-7.514328957E-1
7.090987072E1,5.478674889E0,4.493007660E-1,-8.316259384E-1
7.091786727E1,5.483266830E0,6.579937935E-1,-9.469261169E-1
7.092586174E1,5.365533829E0,9.526801109E-1,-9.692530632E-1
